,synapse_transcript_id
1059,ENSMUST00000112599
1060,ENSMUST00000109867
1061,ENSMUST00000193792
1062,ENSMUST00000038488
1063,ENSMUST00000139560
1064,ENSMUST00000041047
1065,ENSMUST00000145167
1066,ENSMUST00000034076
1067,ENSMUST00000159778
1068,ENSMUST00000040284
1069,ENSMUST00000090227
1070,ENSMUST00000046332
1071,ENSMUST00000225476
1072,ENSMUST00000211464
1073,ENSMUST00000067150
1074,ENSMUST00000089027
1075,ENSMUST00000222587
1076,ENSMUST00000055815
1077,ENSMUST00000049126
1078,ENSMUST00000032372
1079,ENSMUST00000164782
1080,ENSMUST00000152564
1081,ENSMUST00000023138
1082,ENSMUST00000217116
1083,ENSMUST00000207895
1084,ENSMUST00000025567
1085,ENSMUST00000020023
1086,ENSMUST00000023344
1087,ENSMUST00000051839
1088,ENSMUST00000174266
1089,ENSMUST00000160777
1090,ENSMUST00000087511
1091,ENSMUST00000046743
1092,ENSMUST00000215950
1093,ENSMUST00000082392
1094,ENSMUST00000034510
1095,ENSMUST00000045737
1096,ENSMUST00000111535
1097,ENSMUST00000000707
1098,ENSMUST00000025110
1099,ENSMUST00000069538
1100,ENSMUST00000212836
1101,ENSMUST00000018311
1102,ENSMUST00000171324
1103,ENSMUST00000162708
1104,ENSMUST00000042561
1105,ENSMUST00000192168
1106,ENSMUST00000076957
1107,ENSMUST00000203414
1108,ENSMUST00000132280
1109,ENSMUST00000063761
1110,ENSMUST00000025523
1111,ENSMUST00000231416
1112,ENSMUST00000204831
1113,ENSMUST00000055935
1114,ENSMUST00000086763
1115,ENSMUST00000191081
1116,ENSMUST00000023220
1117,ENSMUST00000181294
1118,ENSMUST00000239411
1119,ENSMUST00000039438
1120,ENSMUST00000173307
1121,ENSMUST00000025645
1122,ENSMUST00000197284
1123,ENSMUST00000041838
1124,ENSMUST00000120520
1125,ENSMUST00000151528
1126,ENSMUST00000212125
1127,ENSMUST00000035661
1128,ENSMUST00000044311
1129,ENSMUST00000156641
1130,ENSMUST00000058007
1131,ENSMUST00000225968
1132,ENSMUST00000200048
1133,ENSMUST00000102801
1134,ENSMUST00000113026
1135,ENSMUST00000061427
1136,ENSMUST00000042025
1137,ENSMUST00000095852
1138,ENSMUST00000103181
1139,ENSMUST00000056449
1140,ENSMUST00000092663
1141,ENSMUST00000025831
1142,ENSMUST00000015934
1143,ENSMUST00000094331
1144,ENSMUST00000170720
1145,ENSMUST00000047275
1146,ENSMUST00000160978
1147,ENSMUST00000022781
1148,ENSMUST00000098244
1149,ENSMUST00000106655
1150,ENSMUST00000190247
1151,ENSMUST00000060010
1152,ENSMUST00000103208
1153,ENSMUST00000079451
1154,ENSMUST00000165576
1155,ENSMUST00000070256
1156,ENSMUST00000118498
1157,ENSMUST00000112603
1158,ENSMUST00000096514
1159,ENSMUST00000100013
1160,ENSMUST00000102842
1161,ENSMUST00000103004
1162,ENSMUST00000201979
1163,ENSMUST00000105845
1164,ENSMUST00000207687
1165,ENSMUST00000097912
1166,ENSMUST00000166115
1167,ENSMUST00000222941
1168,ENSMUST00000009875
1169,ENSMUST00000183583
1170,ENSMUST00000046770
1171,ENSMUST00000232304
1172,ENSMUST00000077666
1173,ENSMUST00000121465
1174,ENSMUST00000028612
1175,ENSMUST00000065112
1176,ENSMUST00000036372
1177,ENSMUST00000033741
1178,ENSMUST00000226057
1179,ENSMUST00000068581
1180,ENSMUST00000022946
1181,ENSMUST00000089059
1182,ENSMUST00000109430
1183,ENSMUST00000081079
1184,ENSMUST00000070733
1185,ENSMUST00000026407
1186,ENSMUST00000209537
1187,ENSMUST00000217278
1188,ENSMUST00000119597
1189,ENSMUST00000134991
1190,ENSMUST00000113671
1191,ENSMUST00000079205
1192,ENSMUST00000030181
1193,ENSMUST00000039506
1194,ENSMUST00000064580
1195,ENSMUST00000174806
1196,ENSMUST00000171691
1197,ENSMUST00000105646
1198,ENSMUST00000194418
1199,ENSMUST00000238790
1200,ENSMUST00000077626
1201,ENSMUST00000153460
1202,ENSMUST00000180887
1203,ENSMUST00000099705
1204,ENSMUST00000206734
1205,ENSMUST00000046663
1206,ENSMUST00000035779
1207,ENSMUST00000087557
1208,ENSMUST00000098782
1209,ENSMUST00000034515
1210,ENSMUST00000120756
1211,ENSMUST00000103184
1212,ENSMUST00000094666
1213,ENSMUST00000064370
1214,ENSMUST00000021296
1215,ENSMUST00000134660
1216,ENSMUST00000190277
1217,ENSMUST00000046548
1218,ENSMUST00000108042
1219,ENSMUST00000132303
1220,ENSMUST00000003714
1221,ENSMUST00000020706
1222,ENSMUST00000031144
1223,ENSMUST00000110316
1224,ENSMUST00000053568
1225,ENSMUST00000071973
1226,ENSMUST00000109829
1227,ENSMUST00000174456
1228,ENSMUST00000029777
1229,ENSMUST00000002379
1230,ENSMUST00000015664
1231,ENSMUST00000107289
1232,ENSMUST00000180044
1233,ENSMUST00000038475
1234,ENSMUST00000169449
1235,ENSMUST00000127587
1236,ENSMUST00000153264
1237,ENSMUST00000029846
1238,ENSMUST00000021028
1239,ENSMUST00000098346
1240,ENSMUST00000176285
1241,ENSMUST00000236560
1242,ENSMUST00000086639
1243,ENSMUST00000078271
1244,ENSMUST00000087950
1245,ENSMUST00000070323
1246,ENSMUST00000147663
1247,ENSMUST00000037853
1248,ENSMUST00000099678
1249,ENSMUST00000138328
1250,ENSMUST00000087176
1251,ENSMUST00000090697
1252,ENSMUST00000111064
1253,ENSMUST00000072271
1254,ENSMUST00000166339
1255,ENSMUST00000034889
1256,ENSMUST00000217308
1257,ENSMUST00000030408
1258,ENSMUST00000227402
1259,ENSMUST00000081035
1260,ENSMUST00000187695
1261,ENSMUST00000031291
1262,ENSMUST00000039303
1263,ENSMUST00000053681
1264,ENSMUST00000110325
1265,ENSMUST00000112682
1266,ENSMUST00000036267
1267,ENSMUST00000109523
1268,ENSMUST00000039672
1269,ENSMUST00000172326
1270,ENSMUST00000033044
1271,ENSMUST00000149892
1272,ENSMUST00000081851
1273,ENSMUST00000133876
1274,ENSMUST00000224960
1275,ENSMUST00000044021
1276,ENSMUST00000107863
1277,ENSMUST00000114140
1278,ENSMUST00000145596
1279,ENSMUST00000111560
1280,ENSMUST00000221721
1281,ENSMUST00000067752
1282,ENSMUST00000004036
1283,ENSMUST00000201681
1284,ENSMUST00000091706
1285,ENSMUST00000105575
1286,ENSMUST00000114159
1287,ENSMUST00000220082
1288,ENSMUST00000113398
1289,ENSMUST00000221025
1290,ENSMUST00000226690
1291,ENSMUST00000113453
1292,ENSMUST00000064444
1293,ENSMUST00000096129
1294,ENSMUST00000042221
1295,ENSMUST00000023486
1296,ENSMUST00000028683
1297,ENSMUST00000073076
1298,ENSMUST00000067545
1299,ENSMUST00000054920
1300,ENSMUST00000021940
1301,ENSMUST00000033941
1302,ENSMUST00000149964
1303,ENSMUST00000013766
1304,ENSMUST00000129162
1305,ENSMUST00000100322
1306,ENSMUST00000111855
1307,ENSMUST00000106525
1308,ENSMUST00000202250
1309,ENSMUST00000112558
1310,ENSMUST00000035785
1311,ENSMUST00000099270
1312,ENSMUST00000114144
1313,ENSMUST00000117377
1314,ENSMUST00000172792
1315,ENSMUST00000036380
1316,ENSMUST00000031009
1317,ENSMUST00000190954
1318,ENSMUST00000102735
1319,ENSMUST00000069747
1320,ENSMUST00000196256
1321,ENSMUST00000037286
1322,ENSMUST00000025408
1323,ENSMUST00000112866
1324,ENSMUST00000004480
1325,ENSMUST00000146409
1326,ENSMUST00000062684
1327,ENSMUST00000234046
1328,ENSMUST00000138843
1329,ENSMUST00000029562
1330,ENSMUST00000160413
1331,ENSMUST00000037918
1332,ENSMUST00000180588
1333,ENSMUST00000127748
1334,ENSMUST00000108634
1335,ENSMUST00000178545
1336,ENSMUST00000049956
1337,ENSMUST00000114956
1338,ENSMUST00000088761
1339,ENSMUST00000203615
1340,ENSMUST00000168162
1341,ENSMUST00000055389
1342,ENSMUST00000168757
1343,ENSMUST00000197431
1344,ENSMUST00000085724
1345,ENSMUST00000153691
1346,ENSMUST00000189137
1347,ENSMUST00000170618
1348,ENSMUST00000041591
1349,ENSMUST00000023611
1350,ENSMUST00000079828
1351,ENSMUST00000070597
1352,ENSMUST00000205131
1353,ENSMUST00000068140
1354,ENSMUST00000022242
1355,ENSMUST00000070085
1356,ENSMUST00000084986
1357,ENSMUST00000127652
1358,ENSMUST00000214151
1359,ENSMUST00000030714
1360,ENSMUST00000170800
1361,ENSMUST00000106340
1362,ENSMUST00000096246
1363,ENSMUST00000207892
1364,ENSMUST00000042943
1365,ENSMUST00000030676
1366,ENSMUST00000040428
1367,ENSMUST00000064307
1368,ENSMUST00000110163
1369,ENSMUST00000021390
1370,ENSMUST00000156019
1371,ENSMUST00000122409
1372,ENSMUST00000027706
1373,ENSMUST00000119068
1374,ENSMUST00000022197
1375,ENSMUST00000230060
1376,ENSMUST00000112235
1377,ENSMUST00000159742
1378,ENSMUST00000135464
1379,ENSMUST00000173846
1380,ENSMUST00000034600
1381,ENSMUST00000193252
1382,ENSMUST00000175883
1383,ENSMUST00000029603
1384,ENSMUST00000065698
1385,ENSMUST00000015486
1386,ENSMUST00000235671
1387,ENSMUST00000046384
1388,ENSMUST00000046290
1389,ENSMUST00000148269
1390,ENSMUST00000167944
1391,ENSMUST00000047687
1392,ENSMUST00000020027
1393,ENSMUST00000112224
1394,ENSMUST00000150096
1395,ENSMUST00000068023
1396,ENSMUST00000103166
1397,ENSMUST00000033800
1398,ENSMUST00000040766
1399,ENSMUST00000189702
1400,ENSMUST00000188145
1401,ENSMUST00000064503
1402,ENSMUST00000066140
1403,ENSMUST00000176825
1404,ENSMUST00000112516
1405,ENSMUST00000044681
1406,ENSMUST00000106502
1407,ENSMUST00000195657
1408,ENSMUST00000185356
1409,ENSMUST00000119374
1410,ENSMUST00000215228
1411,ENSMUST00000071804
1412,ENSMUST00000031119
1413,ENSMUST00000048002
1414,ENSMUST00000015605
1415,ENSMUST00000139451
1416,ENSMUST00000030986
1417,ENSMUST00000166360
1418,ENSMUST00000196406
1419,ENSMUST00000159616
1420,ENSMUST00000172789
1421,ENSMUST00000035295
1422,ENSMUST00000111432
1423,ENSMUST00000075693
1424,ENSMUST00000042167
1425,ENSMUST00000154824
1426,ENSMUST00000034594
1427,ENSMUST00000191835
1428,ENSMUST00000038765
1429,ENSMUST00000108793
1430,ENSMUST00000109177
1431,ENSMUST00000109645
1432,ENSMUST00000020637
1433,ENSMUST00000036376
1434,ENSMUST00000007584
1435,ENSMUST00000055294
1436,ENSMUST00000063982
1437,ENSMUST00000168900
1438,ENSMUST00000043150
1439,ENSMUST00000120381
1440,ENSMUST00000239158
1441,ENSMUST00000005103
1442,ENSMUST00000034225
1443,ENSMUST00000084496
1444,ENSMUST00000030643
1445,ENSMUST00000118962
1446,ENSMUST00000031243
1447,ENSMUST00000062804
1448,ENSMUST00000076224
1449,ENSMUST00000147925
1450,ENSMUST00000212555
1451,ENSMUST00000059498
1452,ENSMUST00000112712
1453,ENSMUST00000048116
1454,ENSMUST00000117278
1455,ENSMUST00000105287
1456,ENSMUST00000144478
1457,ENSMUST00000079618
1458,ENSMUST00000053913
1459,ENSMUST00000115058
1460,ENSMUST00000154145
1461,ENSMUST00000032492
1462,ENSMUST00000054684
1463,ENSMUST00000239510
1464,ENSMUST00000172951
1465,ENSMUST00000162073
1466,ENSMUST00000166968
1467,ENSMUST00000112028
1468,ENSMUST00000161115
1469,ENSMUST00000107899
1470,ENSMUST00000060531
1471,ENSMUST00000027809
1472,ENSMUST00000176710
1473,ENSMUST00000085651
1474,ENSMUST00000229214
1475,ENSMUST00000009789
1476,ENSMUST00000088940
1477,ENSMUST00000149248
1478,ENSMUST00000063492
1479,ENSMUST00000117337
1480,ENSMUST00000154580
1481,ENSMUST00000185408
1482,ENSMUST00000101801
1483,ENSMUST00000110065
1484,ENSMUST00000002079
1485,ENSMUST00000079573
1486,ENSMUST00000202237
1487,ENSMUST00000160826
1488,ENSMUST00000059287
1489,ENSMUST00000107044
1490,ENSMUST00000023100
1491,ENSMUST00000098300
1492,ENSMUST00000119944
1493,ENSMUST00000164219
1494,ENSMUST00000137166
1495,ENSMUST00000071442
1496,ENSMUST00000057188
1497,ENSMUST00000063084
1498,ENSMUST00000053986
1499,ENSMUST00000055168
1500,ENSMUST00000107745
1501,ENSMUST00000211984
1502,ENSMUST00000040833
1503,ENSMUST00000106473
1504,ENSMUST00000052179
1505,ENSMUST00000021682
1506,ENSMUST00000051309
1507,ENSMUST00000036952
1508,ENSMUST00000229619
1509,ENSMUST00000236322
1510,ENSMUST00000190626
1511,ENSMUST00000089003
1512,ENSMUST00000060738
1513,ENSMUST00000085254
1514,ENSMUST00000033313
1515,ENSMUST00000057801
1516,ENSMUST00000080751
1517,ENSMUST00000061279
1518,ENSMUST00000028854
1519,ENSMUST00000183368
1520,ENSMUST00000109528
1521,ENSMUST00000059193
1522,ENSMUST00000190840
1523,ENSMUST00000032180
1524,ENSMUST00000003493
1525,ENSMUST00000041331
1526,ENSMUST00000226376
1527,ENSMUST00000103242
1528,ENSMUST00000152459
1529,ENSMUST00000081872
1530,ENSMUST00000114276
1531,ENSMUST00000169020
1532,ENSMUST00000024698
1533,ENSMUST00000027396
1534,ENSMUST00000015858
1535,ENSMUST00000114312
1536,ENSMUST00000228536
1537,ENSMUST00000046285
1538,ENSMUST00000186864
1539,ENSMUST00000028178
1540,ENSMUST00000078470
1541,ENSMUST00000025338
1542,ENSMUST00000084628
1543,ENSMUST00000128817
1544,ENSMUST00000065086
1545,ENSMUST00000159064
1546,ENSMUST00000001240
1547,ENSMUST00000050772
1548,ENSMUST00000053306
1549,ENSMUST00000025663
1550,ENSMUST00000199100
1551,ENSMUST00000028880
1552,ENSMUST00000238832
1553,ENSMUST00000123117
1554,ENSMUST00000086058
1555,ENSMUST00000037977
1556,ENSMUST00000059666
1557,ENSMUST00000020909
1558,ENSMUST00000002133
1559,ENSMUST00000023478
1560,ENSMUST00000102939
1561,ENSMUST00000048953
1562,ENSMUST00000034512
1563,ENSMUST00000029748
1564,ENSMUST00000038608
1565,ENSMUST00000000641
1566,ENSMUST00000081769
1567,ENSMUST00000168621
1568,ENSMUST00000153664
1569,ENSMUST00000082405
1570,ENSMUST00000064594
1571,ENSMUST00000054294
1572,ENSMUST00000171835
1573,ENSMUST00000072580
1574,ENSMUST00000076052
1575,ENSMUST00000112656
1576,ENSMUST00000025811
1577,ENSMUST00000073927
1578,ENSMUST00000137821
1579,ENSMUST00000043722
1580,ENSMUST00000207694
1581,ENSMUST00000029367
1582,ENSMUST00000165311
1583,ENSMUST00000202791
1584,ENSMUST00000115491
1585,ENSMUST00000026595
1586,ENSMUST00000001256
1587,ENSMUST00000167946
1588,ENSMUST00000124613
1589,ENSMUST00000117634
1590,ENSMUST00000034878
1591,ENSMUST00000141159
1592,ENSMUST00000020149
1593,ENSMUST00000169256
1594,ENSMUST00000209265
1595,ENSMUST00000115011
1596,ENSMUST00000147914
1597,ENSMUST00000148712
1598,ENSMUST00000115268
1599,ENSMUST00000107742
1600,ENSMUST00000170416
1601,ENSMUST00000005952
1602,ENSMUST00000107177
1603,ENSMUST00000102945
1604,ENSMUST00000117276
1605,ENSMUST00000026649
1606,ENSMUST00000064054
1607,ENSMUST00000159283
1608,ENSMUST00000023750
1609,ENSMUST00000144880
1610,ENSMUST00000107858
1611,ENSMUST00000210061
1612,ENSMUST00000061545
1613,ENSMUST00000142704
1614,ENSMUST00000099265
1615,ENSMUST00000019683
1616,ENSMUST00000053037
1617,ENSMUST00000118429
1618,ENSMUST00000077659
1619,ENSMUST00000026466
1620,ENSMUST00000103168
1621,ENSMUST00000003687
1622,ENSMUST00000016907
1623,ENSMUST00000057023
1624,ENSMUST00000054048
1625,ENSMUST00000037547
1626,ENSMUST00000049545
1627,ENSMUST00000112640
1628,ENSMUST00000034227
1629,ENSMUST00000114251
1630,ENSMUST00000043378
1631,ENSMUST00000051293
1632,ENSMUST00000165898
1633,ENSMUST00000170845
1634,ENSMUST00000065967
1635,ENSMUST00000115492
1636,ENSMUST00000082408
1637,ENSMUST00000021450
1638,ENSMUST00000078830
1639,ENSMUST00000001548
1640,ENSMUST00000124838
1641,ENSMUST00000054708
1642,ENSMUST00000010208
1643,ENSMUST00000080210
1644,ENSMUST00000226810
1645,ENSMUST00000047431
1646,ENSMUST00000081170
1647,ENSMUST00000212480
1648,ENSMUST00000199708
1649,ENSMUST00000148750
1650,ENSMUST00000103215
1651,ENSMUST00000038364
1652,ENSMUST00000043189
1653,ENSMUST00000064709
1654,ENSMUST00000010195
1655,ENSMUST00000106625
1656,ENSMUST00000117179
1657,ENSMUST00000128137
1658,ENSMUST00000174064
1659,ENSMUST00000221049
1660,ENSMUST00000239015
1661,ENSMUST00000045295
1662,ENSMUST00000005493
1663,ENSMUST00000038942
1664,ENSMUST00000044442
1665,ENSMUST00000130887
1666,ENSMUST00000217905
1667,ENSMUST00000161737
1668,ENSMUST00000127188
1669,ENSMUST00000029667
1670,ENSMUST00000208846
1671,ENSMUST00000146292
1672,ENSMUST00000035110
1673,ENSMUST00000034243
1674,ENSMUST00000087978
1675,ENSMUST00000077303
1676,ENSMUST00000102698
1677,ENSMUST00000125551
1678,ENSMUST00000190051
1679,ENSMUST00000170992
1680,ENSMUST00000040001
1681,ENSMUST00000087252
1682,ENSMUST00000099172
1683,ENSMUST00000023426
1684,ENSMUST00000174050
1685,ENSMUST00000034876
1686,ENSMUST00000235003
1687,ENSMUST00000140008
1688,ENSMUST00000048409
1689,ENSMUST00000025279
1690,ENSMUST00000033847
1691,ENSMUST00000188866
1692,ENSMUST00000114479
1693,ENSMUST00000119190
1694,ENSMUST00000098566
1695,ENSMUST00000069507
1696,ENSMUST00000209054
1697,ENSMUST00000144845
1698,ENSMUST00000086153
1699,ENSMUST00000032272
1700,ENSMUST00000167103
1701,ENSMUST00000119014
1702,ENSMUST00000115609
1703,ENSMUST00000222481
1704,ENSMUST00000020668
1705,ENSMUST00000012152
1706,ENSMUST00000026432
1707,ENSMUST00000160791
1708,ENSMUST00000085774
1709,ENSMUST00000047815
1710,ENSMUST00000160721
1711,ENSMUST00000044306
1712,ENSMUST00000112601
1713,ENSMUST00000076846
1714,ENSMUST00000028020
1715,ENSMUST00000043898
1716,ENSMUST00000174120
1717,ENSMUST00000025989
1718,ENSMUST00000070039
1719,ENSMUST00000026328
1720,ENSMUST00000032809
1721,ENSMUST00000118515
1722,ENSMUST00000174228
1723,ENSMUST00000030568
1724,ENSMUST00000201739
1725,ENSMUST00000120375
1726,ENSMUST00000021170
1727,ENSMUST00000140239
1728,ENSMUST00000214256
1729,ENSMUST00000142118
1730,ENSMUST00000023259
1731,ENSMUST00000091505
1732,ENSMUST00000131878
1733,ENSMUST00000058762
1734,ENSMUST00000141401
1735,ENSMUST00000090481
1736,ENSMUST00000112836
1737,ENSMUST00000203011
1738,ENSMUST00000000430
1739,ENSMUST00000151280
1740,ENSMUST00000167766
1741,ENSMUST00000119213
1742,ENSMUST00000061071
1743,ENSMUST00000199942
1744,ENSMUST00000032342
1745,ENSMUST00000177020
1746,ENSMUST00000154859
1747,ENSMUST00000108849
1748,ENSMUST00000036019
1749,ENSMUST00000200543
1750,ENSMUST00000131692
1751,ENSMUST00000028554
1752,ENSMUST00000032217
1753,ENSMUST00000113102
1754,ENSMUST00000003550
1755,ENSMUST00000237752
1756,ENSMUST00000134214
1757,ENSMUST00000112366
1758,ENSMUST00000038949
1759,ENSMUST00000219624
1760,ENSMUST00000234044
1761,ENSMUST00000155527
1762,ENSMUST00000059650
1763,ENSMUST00000045779
1764,ENSMUST00000110748
1765,ENSMUST00000174288
1766,ENSMUST00000028328
1767,ENSMUST00000117513
1768,ENSMUST00000027837
1769,ENSMUST00000028222
1770,ENSMUST00000057849
1771,ENSMUST00000193367
1772,ENSMUST00000176892
1773,ENSMUST00000020679
1774,ENSMUST00000021822
1775,ENSMUST00000027989
1776,ENSMUST00000032566
1777,ENSMUST00000055966
1778,ENSMUST00000022494
1779,ENSMUST00000091263
1780,ENSMUST00000235562
1781,ENSMUST00000021187
1782,ENSMUST00000119661
1783,ENSMUST00000036303
1784,ENSMUST00000075770
1785,ENSMUST00000025364
1786,ENSMUST00000099373
1787,ENSMUST00000038252
1788,ENSMUST00000040960
1789,ENSMUST00000035462
1790,ENSMUST00000160300
1791,ENSMUST00000090568
1792,ENSMUST00000022787
1793,ENSMUST00000168532
1794,ENSMUST00000122054
1795,ENSMUST00000205845
1796,ENSMUST00000089473
1797,ENSMUST00000004076
1798,ENSMUST00000026613
1799,ENSMUST00000016491
1800,ENSMUST00000113975
1801,ENSMUST00000187541
1802,ENSMUST00000051249
1803,ENSMUST00000215156
1804,ENSMUST00000079279
1805,ENSMUST00000030971
1806,ENSMUST00000163085
1807,ENSMUST00000177292
1808,ENSMUST00000146390
1809,ENSMUST00000088452
1810,ENSMUST00000107505
1811,ENSMUST00000203813
1812,ENSMUST00000028551
1813,ENSMUST00000059589
1814,ENSMUST00000026408
1815,ENSMUST00000109283
1816,ENSMUST00000106242
1817,ENSMUST00000022213
1818,ENSMUST00000039144
1819,ENSMUST00000133268
1820,ENSMUST00000068981
1821,ENSMUST00000142981
1822,ENSMUST00000212889
1823,ENSMUST00000095263
1824,ENSMUST00000092351
1825,ENSMUST00000068967
1826,ENSMUST00000049972
1827,ENSMUST00000002007
1828,ENSMUST00000111735
1829,ENSMUST00000168352
1830,ENSMUST00000111820
1831,ENSMUST00000036615
1832,ENSMUST00000034650
1833,ENSMUST00000169536
1834,ENSMUST00000039697
1835,ENSMUST00000102600
1836,ENSMUST00000169927
1837,ENSMUST00000183952
1838,ENSMUST00000199498
1839,ENSMUST00000212990
1840,ENSMUST00000211687
1841,ENSMUST00000037528
1842,ENSMUST00000025161
1843,ENSMUST00000025515
1844,ENSMUST00000150404
1845,ENSMUST00000037687
1846,ENSMUST00000099626
1847,ENSMUST00000132043
1848,ENSMUST00000198779
1849,ENSMUST00000119826
1850,ENSMUST00000005651
1851,ENSMUST00000183746
1852,ENSMUST00000061728
1853,ENSMUST00000159265
1854,ENSMUST00000033961
1855,ENSMUST00000068798
1856,ENSMUST00000190252
1857,ENSMUST00000057228
1858,ENSMUST00000021685
1859,ENSMUST00000156238
1860,ENSMUST00000068593
1861,ENSMUST00000069926
1862,ENSMUST00000213733
1863,ENSMUST00000170695
1864,ENSMUST00000005815
1865,ENSMUST00000118003
1866,ENSMUST00000126032
1867,ENSMUST00000133052
1868,ENSMUST00000218823
1869,ENSMUST00000161701
1870,ENSMUST00000027650
1871,ENSMUST00000074240
1872,ENSMUST00000236152
1873,ENSMUST00000027249
1874,ENSMUST00000205338
1875,ENSMUST00000151488
1876,ENSMUST00000105473
1877,ENSMUST00000022176
1878,ENSMUST00000164273
1879,ENSMUST00000002708
1880,ENSMUST00000031250
1881,ENSMUST00000133020
1882,ENSMUST00000114634
1883,ENSMUST00000024702
1884,ENSMUST00000216855
1885,ENSMUST00000079681
1886,ENSMUST00000155487
1887,ENSMUST00000027266
1888,ENSMUST00000173985
1889,ENSMUST00000232383
1890,ENSMUST00000045817
1891,ENSMUST00000185682
1892,ENSMUST00000042750
1893,ENSMUST00000121826
1894,ENSMUST00000004968
1895,ENSMUST00000145951
1896,ENSMUST00000156032
1897,ENSMUST00000038185
1898,ENSMUST00000047652
1899,ENSMUST00000060369
1900,ENSMUST00000232262
1901,ENSMUST00000112707
1902,ENSMUST00000118831
1903,ENSMUST00000024099
1904,ENSMUST00000035840
1905,ENSMUST00000189400
1906,ENSMUST00000114259
1907,ENSMUST00000100262
1908,ENSMUST00000216921
1909,ENSMUST00000106333
1910,ENSMUST00000053705
1911,ENSMUST00000049874
1912,ENSMUST00000110305
1913,ENSMUST00000142859
1914,ENSMUST00000114171
1915,ENSMUST00000026760
1916,ENSMUST00000046533
1917,ENSMUST00000032383
1918,ENSMUST00000176250
1919,ENSMUST00000196096
1920,ENSMUST00000029414
1921,ENSMUST00000070726
1922,ENSMUST00000033489
1923,ENSMUST00000021201
1924,ENSMUST00000113910
1925,ENSMUST00000230640
1926,ENSMUST00000224897
1927,ENSMUST00000043059
1928,ENSMUST00000037865
1929,ENSMUST00000002412
1930,ENSMUST00000034015
1931,ENSMUST00000127650
1932,ENSMUST00000153077
1933,ENSMUST00000211674
1934,ENSMUST00000039559
1935,ENSMUST00000118134
1936,ENSMUST00000031731
1937,ENSMUST00000064775
1938,ENSMUST00000224905
1939,ENSMUST00000023629
1940,ENSMUST00000191234
1941,ENSMUST00000176912
1942,ENSMUST00000105466
1943,ENSMUST00000137417
1944,ENSMUST00000022063
1945,ENSMUST00000208792
1946,ENSMUST00000094569
1947,ENSMUST00000043484
1948,ENSMUST00000090826
1949,ENSMUST00000120780
1950,ENSMUST00000177380
1951,ENSMUST00000213937
1952,ENSMUST00000220944
1953,ENSMUST00000028648
1954,ENSMUST00000086199
1955,ENSMUST00000071782
1956,ENSMUST00000033919
1957,ENSMUST00000227697
1958,ENSMUST00000027752
1959,ENSMUST00000039694
1960,ENSMUST00000239436
1961,ENSMUST00000035065
1962,ENSMUST00000022964
1963,ENSMUST00000047711
1964,ENSMUST00000053106
1965,ENSMUST00000212459
1966,ENSMUST00000037580
1967,ENSMUST00000161821
1968,ENSMUST00000085420
1969,ENSMUST00000015498
1970,ENSMUST00000026988
1971,ENSMUST00000163139
1972,ENSMUST00000059155
1973,ENSMUST00000116304
1974,ENSMUST00000213382
1975,ENSMUST00000088169
1976,ENSMUST00000130560
1977,ENSMUST00000238504
1978,ENSMUST00000030964
1979,ENSMUST00000023610
1980,ENSMUST00000195826
1981,ENSMUST00000022704
1982,ENSMUST00000096194
1983,ENSMUST00000030074
1984,ENSMUST00000234911
1985,ENSMUST00000109594
1986,ENSMUST00000171412
1987,ENSMUST00000032738
1988,ENSMUST00000211457
1989,ENSMUST00000118960
1990,ENSMUST00000117611
1991,ENSMUST00000192141
1992,ENSMUST00000054730
1993,ENSMUST00000145304
1994,ENSMUST00000133223
1995,ENSMUST00000199910
1996,ENSMUST00000195015
1997,ENSMUST00000109249
1998,ENSMUST00000034912
1999,ENSMUST00000160467
2000,ENSMUST00000020885
2001,ENSMUST00000106865
2002,ENSMUST00000153568
2003,ENSMUST00000025293
2004,ENSMUST00000072061
2005,ENSMUST00000076840
2006,ENSMUST00000107157
2007,ENSMUST00000031249
2008,ENSMUST00000034822
2009,ENSMUST00000114297
2010,ENSMUST00000105031
2011,ENSMUST00000022728
2012,ENSMUST00000032183
2013,ENSMUST00000076354
2014,ENSMUST00000153348
2015,ENSMUST00000042603
2016,ENSMUST00000138346
2017,ENSMUST00000151120
2018,ENSMUST00000102911
2019,ENSMUST00000205822
2020,ENSMUST00000142064
2021,ENSMUST00000138283
2022,ENSMUST00000042792
2023,ENSMUST00000115588
2024,ENSMUST00000121618
2025,ENSMUST00000097694
2026,ENSMUST00000065587
2027,ENSMUST00000103239
2028,ENSMUST00000084828
2029,ENSMUST00000044705
2030,ENSMUST00000119929
2031,ENSMUST00000173287
2032,ENSMUST00000092325
2033,ENSMUST00000021933
2034,ENSMUST00000029815
2035,ENSMUST00000207406
2036,ENSMUST00000111390
2037,ENSMUST00000238943
2038,ENSMUST00000036493
2039,ENSMUST00000013667
2040,ENSMUST00000139511
2041,ENSMUST00000105439
2042,ENSMUST00000027559
2043,ENSMUST00000170872
2044,ENSMUST00000111740
2045,ENSMUST00000053871
2046,ENSMUST00000099761
2047,ENSMUST00000102852
2048,ENSMUST00000001802
2049,ENSMUST00000049572
2050,ENSMUST00000235031
2051,ENSMUST00000037814
2052,ENSMUST00000090945
2053,ENSMUST00000200270
2054,ENSMUST00000152149
2055,ENSMUST00000029084
2056,ENSMUST00000042844
2057,ENSMUST00000218445
