,synapse_transcript_id
2058,ENSMUST00000029423
2059,ENSMUST00000150664
2060,ENSMUST00000202623
2061,ENSMUST00000025181
2062,ENSMUST00000055949
2063,ENSMUST00000017534
2064,ENSMUST00000074425
2065,ENSMUST00000126626
2066,ENSMUST00000186485
2067,ENSMUST00000176022
2068,ENSMUST00000179989
2069,ENSMUST00000119433
2070,ENSMUST00000052174
2071,ENSMUST00000184404
2072,ENSMUST00000027554
2073,ENSMUST00000215999
2074,ENSMUST00000028883
2075,ENSMUST00000192677
2076,ENSMUST00000231984
2077,ENSMUST00000239113
2078,ENSMUST00000191471
2079,ENSMUST00000061446
2080,ENSMUST00000002100
2081,ENSMUST00000089184
2082,ENSMUST00000223456
2083,ENSMUST00000192155
2084,ENSMUST00000015903
2085,ENSMUST00000035988
2086,ENSMUST00000011400
2087,ENSMUST00000070756
2088,ENSMUST00000033149
2089,ENSMUST00000066674
2090,ENSMUST00000109962
2091,ENSMUST00000066295
2092,ENSMUST00000144270
2093,ENSMUST00000033123
2094,ENSMUST00000094695
2095,ENSMUST00000015333
2096,ENSMUST00000041806
2097,ENSMUST00000162899
2098,ENSMUST00000002976
2099,ENSMUST00000054098
2100,ENSMUST00000067778
2101,ENSMUST00000045840
2102,ENSMUST00000176363
2103,ENSMUST00000226478
2104,ENSMUST00000079278
2105,ENSMUST00000051377
2106,ENSMUST00000015719
2107,ENSMUST00000208040
2108,ENSMUST00000055647
2109,ENSMUST00000168902
2110,ENSMUST00000075290
2111,ENSMUST00000026360
2112,ENSMUST00000067529
2113,ENSMUST00000111051
2114,ENSMUST00000212505
2115,ENSMUST00000000894
2116,ENSMUST00000015540
2117,ENSMUST00000070524
2118,ENSMUST00000197567
2119,ENSMUST00000129043
2120,ENSMUST00000093427
2121,ENSMUST00000000312
2122,ENSMUST00000103232
2123,ENSMUST00000048377
2124,ENSMUST00000022235
2125,ENSMUST00000102944
2126,ENSMUST00000110855
2127,ENSMUST00000127106
2128,ENSMUST00000114763
2129,ENSMUST00000179001
2130,ENSMUST00000179802
2131,ENSMUST00000036742
2132,ENSMUST00000034561
2133,ENSMUST00000038361
2134,ENSMUST00000024932
2135,ENSMUST00000033486
2136,ENSMUST00000229336
2137,ENSMUST00000132375
2138,ENSMUST00000105410
2139,ENSMUST00000026427
2140,ENSMUST00000117828
2141,ENSMUST00000229028
2142,ENSMUST00000004133
2143,ENSMUST00000115068
2144,ENSMUST00000173516
2145,ENSMUST00000226122
2146,ENSMUST00000040647
2147,ENSMUST00000020485
2148,ENSMUST00000034093
2149,ENSMUST00000081202
2150,ENSMUST00000108328
2151,ENSMUST00000047720
2152,ENSMUST00000026972
2153,ENSMUST00000188231
2154,ENSMUST00000120204
2155,ENSMUST00000043169
2156,ENSMUST00000040134
2157,ENSMUST00000073527
2158,ENSMUST00000111976
2159,ENSMUST00000032446
2160,ENSMUST00000115028
2161,ENSMUST00000078856
2162,ENSMUST00000178948
2163,ENSMUST00000221675
2164,ENSMUST00000041266
2165,ENSMUST00000236002
2166,ENSMUST00000199041
2167,ENSMUST00000026994
2168,ENSMUST00000182915
2169,ENSMUST00000145944
2170,ENSMUST00000018851
2171,ENSMUST00000057151
2172,ENSMUST00000078139
2173,ENSMUST00000138134
2174,ENSMUST00000146595
2175,ENSMUST00000217974
2176,ENSMUST00000068545
2177,ENSMUST00000053922
2178,ENSMUST00000050757
2179,ENSMUST00000115059
2180,ENSMUST00000052069
2181,ENSMUST00000169783
2182,ENSMUST00000202138
2183,ENSMUST00000078752
2184,ENSMUST00000208043
2185,ENSMUST00000120327
2186,ENSMUST00000031198
2187,ENSMUST00000208477
2188,ENSMUST00000032191
2189,ENSMUST00000006046
2190,ENSMUST00000020537
2191,ENSMUST00000060417
2192,ENSMUST00000091227
2193,ENSMUST00000029451
2194,ENSMUST00000080882
2195,ENSMUST00000067630
2196,ENSMUST00000051341
2197,ENSMUST00000030925
2198,ENSMUST00000162000
2199,ENSMUST00000031668
2200,ENSMUST00000075052
2201,ENSMUST00000095360
2202,ENSMUST00000156321
2203,ENSMUST00000048183
2204,ENSMUST00000058994
2205,ENSMUST00000021900
2206,ENSMUST00000211067
2207,ENSMUST00000166811
2208,ENSMUST00000061717
2209,ENSMUST00000154649
2210,ENSMUST00000022721
2211,ENSMUST00000082409
2212,ENSMUST00000067602
2213,ENSMUST00000028241
2214,ENSMUST00000114547
2215,ENSMUST00000115243
2216,ENSMUST00000042196
2217,ENSMUST00000053668
2218,ENSMUST00000146638
2219,ENSMUST00000024660
2220,ENSMUST00000112233
2221,ENSMUST00000046750
2222,ENSMUST00000217461
2223,ENSMUST00000052501
2224,ENSMUST00000165430
2225,ENSMUST00000156697
2226,ENSMUST00000124961
2227,ENSMUST00000226722
2228,ENSMUST00000111802
2229,ENSMUST00000100244
2230,ENSMUST00000001824
2231,ENSMUST00000125304
2232,ENSMUST00000085939
2233,ENSMUST00000117785
2234,ENSMUST00000063042
2235,ENSMUST00000177974
2236,ENSMUST00000160556
2237,ENSMUST00000010807
2238,ENSMUST00000096164
2239,ENSMUST00000161949
2240,ENSMUST00000194543
2241,ENSMUST00000114155
2242,ENSMUST00000038709
2243,ENSMUST00000179804
2244,ENSMUST00000035871
2245,ENSMUST00000080975
2246,ENSMUST00000030296
2247,ENSMUST00000030036
2248,ENSMUST00000064230
2249,ENSMUST00000061568
2250,ENSMUST00000222620
2251,ENSMUST00000068044
2252,ENSMUST00000110020
2253,ENSMUST00000168211
2254,ENSMUST00000102476
2255,ENSMUST00000112371
2256,ENSMUST00000032159
2257,ENSMUST00000140527
2258,ENSMUST00000081794
2259,ENSMUST00000234247
2260,ENSMUST00000227824
2261,ENSMUST00000227654
2262,ENSMUST00000034698
2263,ENSMUST00000090042
2264,ENSMUST00000153128
2265,ENSMUST00000126248
2266,ENSMUST00000076140
2267,ENSMUST00000036904
2268,ENSMUST00000151698
2269,ENSMUST00000168630
2270,ENSMUST00000018361
2271,ENSMUST00000107409
2272,ENSMUST00000208651
2273,ENSMUST00000117507
2274,ENSMUST00000084736
2275,ENSMUST00000222013
2276,ENSMUST00000170146
2277,ENSMUST00000060416
2278,ENSMUST00000052825
2279,ENSMUST00000050646
2280,ENSMUST00000063192
2281,ENSMUST00000020107
2282,ENSMUST00000034000
2283,ENSMUST00000029686
2284,ENSMUST00000048967
2285,ENSMUST00000049863
2286,ENSMUST00000056391
2287,ENSMUST00000041096
2288,ENSMUST00000159365
2289,ENSMUST00000056365
2290,ENSMUST00000057423
2291,ENSMUST00000081869
2292,ENSMUST00000112701
2293,ENSMUST00000189066
2294,ENSMUST00000062525
2295,ENSMUST00000170799
2296,ENSMUST00000146207
2297,ENSMUST00000194563
2298,ENSMUST00000054484
2299,ENSMUST00000110272
2300,ENSMUST00000190810
2301,ENSMUST00000100171
2302,ENSMUST00000005255
2303,ENSMUST00000173780
2304,ENSMUST00000231211
2305,ENSMUST00000041168
2306,ENSMUST00000145419
2307,ENSMUST00000225086
2308,ENSMUST00000053766
2309,ENSMUST00000009727
2310,ENSMUST00000214915
2311,ENSMUST00000063465
2312,ENSMUST00000053116
2313,ENSMUST00000124584
2314,ENSMUST00000237285
2315,ENSMUST00000110066
2316,ENSMUST00000147758
2317,ENSMUST00000223859
2318,ENSMUST00000146198
2319,ENSMUST00000022108
2320,ENSMUST00000030361
2321,ENSMUST00000046371
2322,ENSMUST00000039160
2323,ENSMUST00000170157
2324,ENSMUST00000190387
2325,ENSMUST00000123590
2326,ENSMUST00000114641
2327,ENSMUST00000003351
2328,ENSMUST00000061156
2329,ENSMUST00000020653
2330,ENSMUST00000155358
2331,ENSMUST00000188952
2332,ENSMUST00000197679
2333,ENSMUST00000027952
2334,ENSMUST00000028663
2335,ENSMUST00000109546
2336,ENSMUST00000046831
2337,ENSMUST00000061628
2338,ENSMUST00000063888
2339,ENSMUST00000021243
2340,ENSMUST00000117997
2341,ENSMUST00000207249
2342,ENSMUST00000072256
2343,ENSMUST00000215474
2344,ENSMUST00000239008
2345,ENSMUST00000068110
2346,ENSMUST00000056749
2347,ENSMUST00000027863
2348,ENSMUST00000102843
2349,ENSMUST00000037534
2350,ENSMUST00000111665
2351,ENSMUST00000025075
2352,ENSMUST00000089208
2353,ENSMUST00000109441
2354,ENSMUST00000028816
2355,ENSMUST00000032066
2356,ENSMUST00000031038
2357,ENSMUST00000034541
2358,ENSMUST00000149154
2359,ENSMUST00000109176
2360,ENSMUST00000111632
2361,ENSMUST00000167078
2362,ENSMUST00000023312
2363,ENSMUST00000010941
2364,ENSMUST00000003912
2365,ENSMUST00000054197
2366,ENSMUST00000108909
2367,ENSMUST00000163309
2368,ENSMUST00000046983
2369,ENSMUST00000005671
2370,ENSMUST00000065906
2371,ENSMUST00000036181
2372,ENSMUST00000016678
2373,ENSMUST00000216964
2374,ENSMUST00000017637
2375,ENSMUST00000022718
2376,ENSMUST00000207470
2377,ENSMUST00000052718
2378,ENSMUST00000065304
2379,ENSMUST00000052550
2380,ENSMUST00000019734
2381,ENSMUST00000197188
2382,ENSMUST00000032920
2383,ENSMUST00000112229
2384,ENSMUST00000030110
2385,ENSMUST00000134063
2386,ENSMUST00000029569
2387,ENSMUST00000051207
2388,ENSMUST00000224244
2389,ENSMUST00000115995
2390,ENSMUST00000002979
2391,ENSMUST00000102518
2392,ENSMUST00000046351
2393,ENSMUST00000232829
2394,ENSMUST00000041080
2395,ENSMUST00000137798
2396,ENSMUST00000040718
2397,ENSMUST00000035371
2398,ENSMUST00000023365
2399,ENSMUST00000141661
2400,ENSMUST00000096012
2401,ENSMUST00000114716
2402,ENSMUST00000039331
2403,ENSMUST00000074913
2404,ENSMUST00000208926
2405,ENSMUST00000030269
2406,ENSMUST00000117782
2407,ENSMUST00000162606
2408,ENSMUST00000109686
2409,ENSMUST00000065957
2410,ENSMUST00000011877
2411,ENSMUST00000049262
2412,ENSMUST00000188933
2413,ENSMUST00000105846
2414,ENSMUST00000115579
2415,ENSMUST00000199609
2416,ENSMUST00000204630
2417,ENSMUST00000049389
2418,ENSMUST00000109905
2419,ENSMUST00000084027
2420,ENSMUST00000108759
2421,ENSMUST00000032157
2422,ENSMUST00000065329
2423,ENSMUST00000060185
2424,ENSMUST00000019906
2425,ENSMUST00000082209
2426,ENSMUST00000193414
2427,ENSMUST00000015511
2428,ENSMUST00000143137
2429,ENSMUST00000205830
2430,ENSMUST00000108783
2431,ENSMUST00000000314
2432,ENSMUST00000190827
2433,ENSMUST00000022865
2434,ENSMUST00000027322
2435,ENSMUST00000102919
2436,ENSMUST00000217887
2437,ENSMUST00000028499
2438,ENSMUST00000023007
2439,ENSMUST00000090275
2440,ENSMUST00000159345
2441,ENSMUST00000211260
2442,ENSMUST00000207917
2443,ENSMUST00000023057
2444,ENSMUST00000125276
2445,ENSMUST00000193901
2446,ENSMUST00000101208
2447,ENSMUST00000070533
2448,ENSMUST00000004428
2449,ENSMUST00000054867
2450,ENSMUST00000036387
2451,ENSMUST00000225379
2452,ENSMUST00000058472
2453,ENSMUST00000069994
2454,ENSMUST00000194632
2455,ENSMUST00000205546
2456,ENSMUST00000220091
2457,ENSMUST00000035444
2458,ENSMUST00000037391
2459,ENSMUST00000056660
2460,ENSMUST00000029633
2461,ENSMUST00000199157
2462,ENSMUST00000132971
2463,ENSMUST00000055211
2464,ENSMUST00000108593
2465,ENSMUST00000048630
2466,ENSMUST00000236680
2467,ENSMUST00000052296
2468,ENSMUST00000165819
2469,ENSMUST00000064165
2470,ENSMUST00000038563
2471,ENSMUST00000057634
2472,ENSMUST00000044165
2473,ENSMUST00000037380
2474,ENSMUST00000171738
2475,ENSMUST00000198045
2476,ENSMUST00000105578
2477,ENSMUST00000046316
2478,ENSMUST00000161318
2479,ENSMUST00000030815
2480,ENSMUST00000110417
2481,ENSMUST00000165876
2482,ENSMUST00000049324
2483,ENSMUST00000171554
2484,ENSMUST00000049285
2485,ENSMUST00000151895
2486,ENSMUST00000021676
2487,ENSMUST00000102514
2488,ENSMUST00000082396
2489,ENSMUST00000206382
2490,ENSMUST00000034370
2491,ENSMUST00000090986
2492,ENSMUST00000052725
2493,ENSMUST00000089948
2494,ENSMUST00000042546
2495,ENSMUST00000102865
2496,ENSMUST00000133362
2497,ENSMUST00000078547
2498,ENSMUST00000042096
2499,ENSMUST00000215313
2500,ENSMUST00000030032
2501,ENSMUST00000067072
2502,ENSMUST00000026666
2503,ENSMUST00000000476
2504,ENSMUST00000082059
2505,ENSMUST00000027422
2506,ENSMUST00000035027
2507,ENSMUST00000082418
2508,ENSMUST00000209617
2509,ENSMUST00000033554
2510,ENSMUST00000070132
2511,ENSMUST00000051484
2512,ENSMUST00000036274
2513,ENSMUST00000116429
2514,ENSMUST00000154553
2515,ENSMUST00000114195
2516,ENSMUST00000050780
2517,ENSMUST00000162872
2518,ENSMUST00000085238
2519,ENSMUST00000182207
2520,ENSMUST00000136540
2521,ENSMUST00000016338
2522,ENSMUST00000166187
2523,ENSMUST00000111664
2524,ENSMUST00000026266
2525,ENSMUST00000148390
2526,ENSMUST00000039803
2527,ENSMUST00000068423
2528,ENSMUST00000070725
2529,ENSMUST00000100167
2530,ENSMUST00000066532
2531,ENSMUST00000025477
2532,ENSMUST00000003360
2533,ENSMUST00000058667
2534,ENSMUST00000020662
2535,ENSMUST00000107894
2536,ENSMUST00000010239
2537,ENSMUST00000113523
2538,ENSMUST00000056336
2539,ENSMUST00000099443
2540,ENSMUST00000000206
2541,ENSMUST00000190638
2542,ENSMUST00000220816
2543,ENSMUST00000077977
2544,ENSMUST00000053880
2545,ENSMUST00000080435
2546,ENSMUST00000056344
2547,ENSMUST00000142546
2548,ENSMUST00000046254
2549,ENSMUST00000149565
2550,ENSMUST00000084743
2551,ENSMUST00000149146
2552,ENSMUST00000116380
2553,ENSMUST00000130557
2554,ENSMUST00000007207
2555,ENSMUST00000036618
2556,ENSMUST00000203775
2557,ENSMUST00000138834
2558,ENSMUST00000167466
2559,ENSMUST00000187382
2560,ENSMUST00000099972
2561,ENSMUST00000192416
2562,ENSMUST00000050519
2563,ENSMUST00000122356
2564,ENSMUST00000028021
2565,ENSMUST00000203030
2566,ENSMUST00000021959
2567,ENSMUST00000093217
2568,ENSMUST00000001507
2569,ENSMUST00000043839
2570,ENSMUST00000008462
2571,ENSMUST00000027988
2572,ENSMUST00000202167
2573,ENSMUST00000060212
2574,ENSMUST00000077595
2575,ENSMUST00000113779
2576,ENSMUST00000204134
2577,ENSMUST00000039013
2578,ENSMUST00000096119
2579,ENSMUST00000229365
2580,ENSMUST00000220737
2581,ENSMUST00000053902
2582,ENSMUST00000040372
2583,ENSMUST00000046735
2584,ENSMUST00000022013
2585,ENSMUST00000060309
2586,ENSMUST00000019231
2587,ENSMUST00000195355
2588,ENSMUST00000068705
2589,ENSMUST00000020463
2590,ENSMUST00000124536
2591,ENSMUST00000160616
2592,ENSMUST00000053733
2593,ENSMUST00000129503
2594,ENSMUST00000106335
2595,ENSMUST00000028332
2596,ENSMUST00000179436
2597,ENSMUST00000041627
2598,ENSMUST00000060095
2599,ENSMUST00000055425
2600,ENSMUST00000156721
2601,ENSMUST00000050078
2602,ENSMUST00000027064
2603,ENSMUST00000117160
2604,ENSMUST00000002855
2605,ENSMUST00000179269
2606,ENSMUST00000171187
2607,ENSMUST00000064536
2608,ENSMUST00000169114
2609,ENSMUST00000208394
2610,ENSMUST00000093249
2611,ENSMUST00000101610
2612,ENSMUST00000124306
2613,ENSMUST00000035157
2614,ENSMUST00000231171
2615,ENSMUST00000019723
2616,ENSMUST00000218359
2617,ENSMUST00000218276
2618,ENSMUST00000237871
2619,ENSMUST00000023219
2620,ENSMUST00000092415
2621,ENSMUST00000239091
2622,ENSMUST00000086559
2623,ENSMUST00000137592
2624,ENSMUST00000036187
2625,ENSMUST00000229428
2626,ENSMUST00000166318
2627,ENSMUST00000095075
2628,ENSMUST00000026548
2629,ENSMUST00000188873
2630,ENSMUST00000115077
2631,ENSMUST00000191899
2632,ENSMUST00000226170
2633,ENSMUST00000161779
2634,ENSMUST00000004316
2635,ENSMUST00000138035
2636,ENSMUST00000028619
2637,ENSMUST00000023616
2638,ENSMUST00000030538
2639,ENSMUST00000094154
2640,ENSMUST00000058644
2641,ENSMUST00000210894
2642,ENSMUST00000170757
2643,ENSMUST00000030626
2644,ENSMUST00000171535
2645,ENSMUST00000112523
2646,ENSMUST00000154166
2647,ENSMUST00000130765
2648,ENSMUST00000062304
2649,ENSMUST00000107456
2650,ENSMUST00000117801
2651,ENSMUST00000061796
2652,ENSMUST00000194907
2653,ENSMUST00000010049
2654,ENSMUST00000088171
2655,ENSMUST00000100196
2656,ENSMUST00000006587
2657,ENSMUST00000030830
2658,ENSMUST00000042594
2659,ENSMUST00000040548
2660,ENSMUST00000063076
2661,ENSMUST00000073935
2662,ENSMUST00000102873
2663,ENSMUST00000066489
2664,ENSMUST00000111466
2665,ENSMUST00000224372
2666,ENSMUST00000034408
2667,ENSMUST00000022378
2668,ENSMUST00000170737
2669,ENSMUST00000016144
2670,ENSMUST00000097420
2671,ENSMUST00000000544
2672,ENSMUST00000126162
2673,ENSMUST00000169273
2674,ENSMUST00000179865
2675,ENSMUST00000078137
2676,ENSMUST00000091291
2677,ENSMUST00000087559
2678,ENSMUST00000124998
2679,ENSMUST00000029141
2680,ENSMUST00000111108
2681,ENSMUST00000152080
2682,ENSMUST00000128667
2683,ENSMUST00000105393
2684,ENSMUST00000218885
2685,ENSMUST00000028623
2686,ENSMUST00000092163
2687,ENSMUST00000130590
2688,ENSMUST00000151152
2689,ENSMUST00000036796
2690,ENSMUST00000218805
2691,ENSMUST00000161354
2692,ENSMUST00000059343
2693,ENSMUST00000119694
2694,ENSMUST00000024829
2695,ENSMUST00000223998
2696,ENSMUST00000102818
2697,ENSMUST00000029676
2698,ENSMUST00000058652
2699,ENSMUST00000006478
2700,ENSMUST00000159329
2701,ENSMUST00000123251
2702,ENSMUST00000192535
2703,ENSMUST00000005470
2704,ENSMUST00000016696
2705,ENSMUST00000039026
2706,ENSMUST00000078272
2707,ENSMUST00000041048
2708,ENSMUST00000197242
2709,ENSMUST00000204128
2710,ENSMUST00000057416
2711,ENSMUST00000026122
2712,ENSMUST00000070210
2713,ENSMUST00000238155
2714,ENSMUST00000025472
2715,ENSMUST00000120310
2716,ENSMUST00000133883
2717,ENSMUST00000063594
2718,ENSMUST00000141623
2719,ENSMUST00000068911
2720,ENSMUST00000182665
2721,ENSMUST00000003818
2722,ENSMUST00000122113
2723,ENSMUST00000033036
2724,ENSMUST00000118161
2725,ENSMUST00000149989
2726,ENSMUST00000170219
2727,ENSMUST00000061706
2728,ENSMUST00000046792
2729,ENSMUST00000111442
2730,ENSMUST00000103050
2731,ENSMUST00000006027
2732,ENSMUST00000109445
2733,ENSMUST00000016172
2734,ENSMUST00000076807
2735,ENSMUST00000143867
2736,ENSMUST00000009617
2737,ENSMUST00000232968
2738,ENSMUST00000088935
2739,ENSMUST00000122088
2740,ENSMUST00000068916
2741,ENSMUST00000183850
2742,ENSMUST00000101225
2743,ENSMUST00000165878
2744,ENSMUST00000054551
2745,ENSMUST00000077741
2746,ENSMUST00000079158
2747,ENSMUST00000098768
2748,ENSMUST00000099241
2749,ENSMUST00000120697
2750,ENSMUST00000000646
2751,ENSMUST00000077367
2752,ENSMUST00000144973
2753,ENSMUST00000074660
2754,ENSMUST00000023221
2755,ENSMUST00000090686
2756,ENSMUST00000100811
2757,ENSMUST00000028389
2758,ENSMUST00000139306
2759,ENSMUST00000097809
2760,ENSMUST00000226840
2761,ENSMUST00000084892
2762,ENSMUST00000212086
2763,ENSMUST00000051163
2764,ENSMUST00000033463
2765,ENSMUST00000082104
2766,ENSMUST00000228509
2767,ENSMUST00000029297
2768,ENSMUST00000137302
2769,ENSMUST00000021970
2770,ENSMUST00000135999
2771,ENSMUST00000147991
2772,ENSMUST00000022377
2773,ENSMUST00000101044
2774,ENSMUST00000027121
2775,ENSMUST00000034056
2776,ENSMUST00000006632
2777,ENSMUST00000108718
2778,ENSMUST00000042070
2779,ENSMUST00000183023
2780,ENSMUST00000097739
2781,ENSMUST00000058418
2782,ENSMUST00000217052
2783,ENSMUST00000167549
2784,ENSMUST00000020846
2785,ENSMUST00000099991
2786,ENSMUST00000078686
2787,ENSMUST00000200697
2788,ENSMUST00000056710
2789,ENSMUST00000120080
2790,ENSMUST00000219289
2791,ENSMUST00000122956
2792,ENSMUST00000051454
2793,ENSMUST00000209979
2794,ENSMUST00000000809
2795,ENSMUST00000152831
2796,ENSMUST00000056181
2797,ENSMUST00000037489
2798,ENSMUST00000170998
2799,ENSMUST00000073054
2800,ENSMUST00000045196
2801,ENSMUST00000021610
2802,ENSMUST00000029652
2803,ENSMUST00000067444
2804,ENSMUST00000170388
2805,ENSMUST00000033001
2806,ENSMUST00000111234
2807,ENSMUST00000144351
2808,ENSMUST00000112121
2809,ENSMUST00000036172
2810,ENSMUST00000218827
2811,ENSMUST00000237934
2812,ENSMUST00000192631
2813,ENSMUST00000135930
2814,ENSMUST00000194928
2815,ENSMUST00000235023
2816,ENSMUST00000101126
2817,ENSMUST00000051698
2818,ENSMUST00000134115
2819,ENSMUST00000151701
2820,ENSMUST00000023015
2821,ENSMUST00000039788
2822,ENSMUST00000230994
2823,ENSMUST00000133892
2824,ENSMUST00000176118
2825,ENSMUST00000055117
2826,ENSMUST00000120876
2827,ENSMUST00000136023
2828,ENSMUST00000165856
2829,ENSMUST00000032994
2830,ENSMUST00000114732
2831,ENSMUST00000034648
2832,ENSMUST00000041415
2833,ENSMUST00000154356
2834,ENSMUST00000159861
2835,ENSMUST00000188892
2836,ENSMUST00000029570
2837,ENSMUST00000057784
2838,ENSMUST00000055242
2839,ENSMUST00000013633
2840,ENSMUST00000032065
2841,ENSMUST00000021773
2842,ENSMUST00000112423
2843,ENSMUST00000030628
2844,ENSMUST00000026823
2845,ENSMUST00000189986
2846,ENSMUST00000042661
2847,ENSMUST00000128909
2848,ENSMUST00000045374
2849,ENSMUST00000226698
2850,ENSMUST00000177779
2851,ENSMUST00000211652
2852,ENSMUST00000185502
2853,ENSMUST00000136381
2854,ENSMUST00000203566
2855,ENSMUST00000025166
2856,ENSMUST00000117556
2857,ENSMUST00000130936
2858,ENSMUST00000092788
2859,ENSMUST00000228409
2860,ENSMUST00000120128
2861,ENSMUST00000003066
2862,ENSMUST00000107786
2863,ENSMUST00000182078
2864,ENSMUST00000038228
2865,ENSMUST00000035010
2866,ENSMUST00000130451
2867,ENSMUST00000105465
2868,ENSMUST00000055495
2869,ENSMUST00000188299
2870,ENSMUST00000022867
2871,ENSMUST00000033057
2872,ENSMUST00000046283
2873,ENSMUST00000039534
2874,ENSMUST00000138716
2875,ENSMUST00000043422
2876,ENSMUST00000008878
2877,ENSMUST00000114107
2878,ENSMUST00000138033
2879,ENSMUST00000067120
2880,ENSMUST00000031224
2881,ENSMUST00000188553
2882,ENSMUST00000225540
2883,ENSMUST00000227347
2884,ENSMUST00000238570
2885,ENSMUST00000144859
2886,ENSMUST00000185187
2887,ENSMUST00000084184
2888,ENSMUST00000093450
2889,ENSMUST00000043884
2890,ENSMUST00000004683
2891,ENSMUST00000045537
2892,ENSMUST00000196682
2893,ENSMUST00000073089
2894,ENSMUST00000090512
2895,ENSMUST00000229191
2896,ENSMUST00000229206
2897,ENSMUST00000123879
2898,ENSMUST00000169609
2899,ENSMUST00000058578
2900,ENSMUST00000095062
2901,ENSMUST00000103049
2902,ENSMUST00000051396
2903,ENSMUST00000108191
2904,ENSMUST00000105993
2905,ENSMUST00000032710
2906,ENSMUST00000199705
2907,ENSMUST00000114664
2908,ENSMUST00000047889
2909,ENSMUST00000042498
2910,ENSMUST00000034267
2911,ENSMUST00000057324
2912,ENSMUST00000094626
2913,ENSMUST00000216344
2914,ENSMUST00000056433
2915,ENSMUST00000136217
2916,ENSMUST00000146979
2917,ENSMUST00000181810
2918,ENSMUST00000029440
2919,ENSMUST00000102923
2920,ENSMUST00000114668
2921,ENSMUST00000031354
2922,ENSMUST00000117177
2923,ENSMUST00000000608
2924,ENSMUST00000038409
2925,ENSMUST00000194111
2926,ENSMUST00000231781
2927,ENSMUST00000026221
2928,ENSMUST00000086723
2929,ENSMUST00000022734
2930,ENSMUST00000237783
2931,ENSMUST00000166170
2932,ENSMUST00000065418
2933,ENSMUST00000094917
2934,ENSMUST00000034066
2935,ENSMUST00000040789
2936,ENSMUST00000115331
2937,ENSMUST00000070080
2938,ENSMUST00000130555
2939,ENSMUST00000115385
2940,ENSMUST00000046515
2941,ENSMUST00000072868
2942,ENSMUST00000194690
2943,ENSMUST00000103027
2944,ENSMUST00000095757
2945,ENSMUST00000089688
2946,ENSMUST00000151273
2947,ENSMUST00000099274
2948,ENSMUST00000115657
2949,ENSMUST00000098391
2950,ENSMUST00000060214
2951,ENSMUST00000109035
2952,ENSMUST00000056153
2953,ENSMUST00000129974
2954,ENSMUST00000018572
2955,ENSMUST00000095349
2956,ENSMUST00000036004
2957,ENSMUST00000097625
2958,ENSMUST00000022875
2959,ENSMUST00000042744
2960,ENSMUST00000206846
2961,ENSMUST00000140545
2962,ENSMUST00000042299
2963,ENSMUST00000120555
2964,ENSMUST00000206869
2965,ENSMUST00000111450
2966,ENSMUST00000032779
2967,ENSMUST00000072572
2968,ENSMUST00000225633
2969,ENSMUST00000133229
2970,ENSMUST00000080015
2971,ENSMUST00000112272
2972,ENSMUST00000049941
2973,ENSMUST00000000335
2974,ENSMUST00000033744
2975,ENSMUST00000045312
2976,ENSMUST00000127247
2977,ENSMUST00000037960
2978,ENSMUST00000101506
2979,ENSMUST00000051442
2980,ENSMUST00000030412
2981,ENSMUST00000227682
2982,ENSMUST00000207506
2983,ENSMUST00000227633
2984,ENSMUST00000098362
2985,ENSMUST00000164044
2986,ENSMUST00000024762
2987,ENSMUST00000066498
2988,ENSMUST00000102961
2989,ENSMUST00000028826
2990,ENSMUST00000169744
2991,ENSMUST00000034796
2992,ENSMUST00000060125
2993,ENSMUST00000082411
2994,ENSMUST00000047443
2995,ENSMUST00000102588
2996,ENSMUST00000224142
2997,ENSMUST00000046212
2998,ENSMUST00000000412
2999,ENSMUST00000200812
3000,ENSMUST00000052387
3001,ENSMUST00000237706
3002,ENSMUST00000221199
3003,ENSMUST00000034713
3004,ENSMUST00000110130
3005,ENSMUST00000168360
3006,ENSMUST00000072671
3007,ENSMUST00000091403
3008,ENSMUST00000040344
3009,ENSMUST00000179766
3010,ENSMUST00000166126
3011,ENSMUST00000051416
3012,ENSMUST00000117536
3013,ENSMUST00000061587
3014,ENSMUST00000084949
3015,ENSMUST00000026624
3016,ENSMUST00000117449
3017,ENSMUST00000238290
3018,ENSMUST00000031982
3019,ENSMUST00000102879
3020,ENSMUST00000222529
3021,ENSMUST00000035625
3022,ENSMUST00000092891
3023,ENSMUST00000031554
3024,ENSMUST00000072452
3025,ENSMUST00000156876
3026,ENSMUST00000029559
3027,ENSMUST00000144254
3028,ENSMUST00000027682
3029,ENSMUST00000112606
3030,ENSMUST00000009707
3031,ENSMUST00000125009
3032,ENSMUST00000070316
3033,ENSMUST00000064701
3034,ENSMUST00000161325
3035,ENSMUST00000103070
3036,ENSMUST00000029654
3037,ENSMUST00000069511
3038,ENSMUST00000049655
3039,ENSMUST00000034220
3040,ENSMUST00000041723
3041,ENSMUST00000111045
3042,ENSMUST00000094869
3043,ENSMUST00000114247
3044,ENSMUST00000223181
3045,ENSMUST00000219993
3046,ENSMUST00000034992
3047,ENSMUST00000169693
3048,ENSMUST00000163770
3049,ENSMUST00000155410
3050,ENSMUST00000142129
3051,ENSMUST00000130530
3052,ENSMUST00000195112
3053,ENSMUST00000155949
3054,ENSMUST00000184666
3055,ENSMUST00000049452
3056,ENSMUST00000177840
